,price,Furnishing,Bathroom,Balcony,bhk,locality,City
164,"70,000",Furnished,3,2,3 BHK Apartment ," Hyde Park, Gultekadi ",Pune
165,"8,000",Semi-Furnished,2,1,1 BHK Apartment ," Yash Platinum, Dhayari ",Pune
166,"65,000",Unfurnished,3,2,3 BHK Apartment ," Marvel Diva, Hadapsar ",Pune
167,"45,000",Semi-Furnished,2,2,2 BHK Apartment ," Amanora Gateway Tower 100 , Hadapsar Industrial Estate ",Pune
168,"32,000",Furnished,2,2,2 BHK Apartment ," Prima Domus, Balewadi ",Pune
169,"18,000",Unfurnished,1,1,1 BHK Apartment ," Atlantis Apartments, Balewadi ",Pune
170,160000,Unfurnished,4,3,4 BHK Apartment ," Emirus, Laxman Nagar Baner ",Pune
171,"30,000",Furnished,2,2,2 BHK Apartment ," Gera Park View, Kharadi ",Pune
172,"16,000",Unfurnished,2,2,2 BHK Apartment ," Mantra Parkview, Dhayari ",Pune
173,"27,000",Furnished,2,1,2 BHK Apartment ," Shiv Sai Vishwa, Pimple Saudagar, Pimpri Chinchwad ",Pune
174,"24,000",Unfurnished,2,2,2 BHK Apartment ," Pebbles II, Bavdhan ",Pune
175,100000,Semi-Furnished,3,3,4 BHK Villa ," Vasant Vihar Row House, Baner ",Pune
176,"26,000",Unfurnished,2,2,2 BHK Apartment ," Raheja Vistas Phase II, NIBM Road ",Pune
177,300000,Furnished,5,5,5 BHK Apartment ," Sangam Solitaire, Kothrud ",Pune
178,"45,000",Furnished,3,3,3 BHK Apartment ," Godrej 24, Phase 1 Hinjewadi Rajiv Gandhi Infotech Park ",Pune
179,"25,000",Unfurnished,2,1,2 BHK Apartment ," GK Atlanta Phase 1, Wakad ",Pune
180,"36,000",Furnished,2,2,2 BHK Apartment ," Prima Domus, Balewadi ",Pune
181,"28,000",Unfurnished,2,2,3 BHK Apartment ," Signature Park, Wakad ",Pune
182,"30,000",Furnished,2,1,2 BHK Apartment ," Prudentia Towers, Wakad ",Pune
183,"35,000",Semi-Furnished,2,1,2 BHK Apartment , Kothrud ,Pune
184,"85,000",Furnished,3,3,3 BHK Penthouse ," Marvel Enigma, Kharadi ",Pune
185,"20,000",Unfurnished,2,1,2 BHK Apartment ," Nanded Asawari, Sinhgad Road ",Pune
186,"15,000",Unfurnished,2,2,2 BHK Apartment , Wagholi ,Pune
187,"50,000",Semi-Furnished,3,1,3 BHK Apartment ," Hermes Heritage, Shastrinagar Yerawada ",Pune
188,350000,Semi-Furnished,4,2,4 BHK Apartment ," Verde Residence collection, Kalyani Nagar ",Pune
189,"60,000",Furnished,3,3,4 BHK Apartment ," Bramha Sun City Phase 2, Kalyani Nagar ",Pune
190,"40,000",Unfurnished,2,1,2 BHK Apartment ," liberty society koregaon park, Koregaon Park ",Pune
191,"30,000",Unfurnished,2,2,2 BHK Apartment ," Vallonia, Bavdhan ",Pune
192,"15,000",Unfurnished,2,1,2 BHK Apartment ," Nanded City Bageshree, Sinhgad Road ",Pune
193,"11,000",Unfurnished,2,1,1 BHK Apartment ," Dreams Aakruti, Hadapsar ",Pune
194,"40,000",Furnished,2,2,2 BHK Apartment ," Hari Ganga, Vishrantwadi, Airport Road ",Pune
195,"45,000",Furnished,3,3,3 BHK Apartment ," Mirchandani Palms, Shivraj Nagar Rahatani ",Pune
196,"24,000",Semi-Furnished,2,1,2 BHK Apartment ," Green Valley, Wakad ",Pune
197,"80,000",Semi-Furnished,3,3,3 BHK Apartment ," Nandan Prospera Gold, Baner ",Pune
198,"50,000",Furnished,2,1,2 BHK Apartment ," Amanora Gateway Towers, Amanora Park Town ",Pune
199,"50,000",Furnished,3,2,3 BHK Apartment ," Runwal Regency, Camp ",Pune
200,"28,000",Unfurnished,2,3,2 BHK Apartment ," Sasane Colony, Mundhwa ",Pune
201,"45,000",Semi-Furnished,3,1,3 BHK Apartment ," Project Clover Village, Wanowrie ",Pune
202,"19,000",Furnished,1,1,1 BHK Apartment ," Rohan Abhilasha, Wagholi ",Pune
203,180000,Furnished,5,2,4 BHK Apartment ," One North, Magarpatta ",Pune
204,"35,000",Furnished,2,2,2 BHK Apartment ," Urban Nirvana, Kharadi ",Pune
205,"28,000",Semi-Furnished,3,2,3 BHK Apartment , Aundh ,Pune
206,"37,000",Semi-Furnished,3,1,3 BHK Apartment ," Avon Vista, Laxmi Nagar Balewadi ",Pune
207,"45,000",Unfurnished,2,3,2 BHK Apartment ," Bramha Sun City Phase 2, Kalyani Nagar ",Pune
208,"40,000",Furnished,2,2,2 BHK Apartment ," Brahma Suncity, Wadgaon Sheri ",Pune
209,"22,000",Unfurnished,2,1,2 BHK Apartment , Kharadi ,Pune
210,"20,000",Semi-Furnished,2,2,2 BHK Apartment ," Nestoria Pratiknagar, Pratik Nagar Mohanwadi ",Pune
211,"19,000",Semi-Furnished,1,0,1 BHK Apartment ," Joyville Hinjawadi, Hinjawadi ",Pune
212,"24,000",Unfurnished,2,2,2 BHK Apartment ," Padmavati Hills, Bavdhan ",Pune
213,"34,000",Furnished,2,3,2 BHK Apartment ," Pristine Pronext, Wakad ",Pune
214,"11,000",Unfurnished,2,2,2 BHK Apartment ," TATA La Montana Phase 1, Talegaon Dabhade ",Pune
215,"50,000",Furnished,3,2,3 BHK Apartment , Phase 1 Hinjewadi Rajiv Gandhi Infotech Park ,Pune
