,price,Furnishing,Bathroom,Balcony,bhk,locality,City
114,"11,000",Semi-Furnished,2,0,2 BHK Apartment , Ambattur ,Chennai
115,"15,000",Unfurnished,2,2,2 BHK Builder Floor , Villivakkam ,Chennai
116,"6,500",Furnished,1,0,1 BHK Builder Floor , Karapakkam ,Chennai
117,"20,000",Unfurnished,1,1,1 BHK Apartment , Virugambakkam ,Chennai
118,"15,000",Furnished,1,0,1 BHKHouse , Saidapet ,Chennai
119,"22,000",Semi-Furnished,2,1,Studio Apartment , Annanagar East ,Chennai
120,"30,000",Semi-Furnished,3,1,3 BHKHouse , Sembakkam ,Chennai
121,"25,000",Semi-Furnished,2,0,2 BHK Apartment , Porur ,Chennai
123,"22,000",Semi-Furnished,3,0,3 BHKHouse , Madambakkam ,Chennai
124,"17,000",Semi-Furnished,2,1,2 BHK Apartment , Vadapalani ,Chennai
125,"15,000",Unfurnished,3,1,3 BHK Villa , Padapai ,Chennai
126,"12,000",Semi-Furnished,2,1,2 BHK Apartment , Mehta Nagar Kundrathur ,Chennai
127,"60,000",Furnished,4,2,5 BHK Builder Floor , Jamalia Nagar ,Chennai
128,"20,000",Furnished,3,0,3 BHK Builder Floor , Anakaputhur ,Chennai
129,"25,000",Unfurnished,3,1,3 BHK Villa , Vada Nemmeli ,Chennai
130,"85,000",Semi-Furnished,4,2,4 BHK Villa , Saidapet ,Chennai
131,"22,000",Semi-Furnished,3,1,3 BHKHouse , Avadi ,Chennai
132,"15,000",Unfurnished,2,0,2 BHKHouse , Vilangadupakkam ,Chennai
133,"15,000",Unfurnished,2,0,2 BHKHouse , Vinayakapuram Lakshmipuram ,Chennai
134,"30,000",Furnished,2,2,2 BHK Apartment , Mugalivakkam ,Chennai
135,"10,000",Unfurnished,1,1,1 BHK Apartment , Thirumazhisai ,Chennai
136,"35,000",Unfurnished,3,2,3 BHK Apartment , Perungalathur ,Chennai
137,"25,000",Semi-Furnished,3,0,3 BHK Villa , Thazhambur ,Chennai
138,"30,500",Unfurnished,1,1,1 BHK Apartment , Egmore ,Chennai
139,"11,000",Unfurnished,2,2,2 BHKHouse , Pattabiram ,Chennai
140,"9,000",Semi-Furnished,2,1,2 BHK Apartment , Kolathur ,Chennai
141,"20,000",Semi-Furnished,3,0,3 BHKHouse , Rajakilpakkam ,Chennai
142,"18,000",Furnished,2,0,2 BHKHouse , Urapakkam ,Chennai
143,"15,000",Unfurnished,2,1,2 BHK Apartment , Gowriwakkam ,Chennai
144,"7,000",Unfurnished,1,1,1 BHK Builder Floor , Mangadu ,Chennai
145,"5,000",Unfurnished,1,1,1 BHKHouse , Surapet ,Chennai
146,"14,000",Semi-Furnished,2,1,3 BHKHouse , Mathur ,Chennai
147,"50,000",Furnished,3,1,3 BHK Apartment , Old Mahabalipuram Road  ,Chennai
148,"18,000",Semi-Furnished,3,0,3 BHKHouse , Valarpuram ,Chennai
149,300000,Semi-Furnished,5,2,4 BHKHouse , Uthandi ,Chennai
150,150000,Semi-Furnished,4,2,3 BHK Apartment , RA Puram ,Chennai
151,"75,000",Furnished,4,1,3 BHK Villa , Sriperumbudur ,Chennai
152,"52,000",Unfurnished,4,1,4 BHK Villa , Collectors Nagar Alandur ,Chennai
153,"35,000",Semi-Furnished,4,2,3 BHK Apartment , Kelambakkam ,Chennai
154,"12,500",Semi-Furnished,2,1,2 BHKHouse , Karapakkam ,Chennai
155,"70,000",Semi-Furnished,3,2,3 BHK Builder Floor , Kothari Road ,Chennai
156,"16,000",Semi-Furnished,2,2,2 BHKHouse , Perambur ,Chennai
157,"75,000",Unfurnished,3,2,3 BHK Apartment , Egmore ,Chennai
158,"28,600",Semi-Furnished,2,0,2 BHK Apartment , Vadapalani ,Chennai
159,"38,000",Semi-Furnished,3,2,3 BHK Villa , Sithalapakkam ,Chennai
160,"17,000",Unfurnished,2,1,2 BHKHouse , Chetpet ,Chennai
161,"15,000",Semi-Furnished,2,0,2 BHKHouse , Madambakkam ,Chennai
162,"8,500",Unfurnished,1,0,1 BHKHouse , Ambattur ,Chennai
163,"58,000",Semi-Furnished,4,0,4 BHKHouse , Adyar ,Chennai
164,"11,000",Unfurnished,2,0,2 BHK Apartment , Pammal ,Chennai
165,"80,000",Semi-Furnished,3,1,3 BHK Apartment , Nungambakkam ,Chennai
166,"2,500",Furnished,1,0,2 BHK Apartment , Padi ,Chennai
167,"40,000",Semi-Furnished,3,3,3 BHK Apartment , KK Nagar West ,Chennai
168,"20,000",Unfurnished,2,1,2 BHKHouse , Union Carbide Colony Tirusulam ,Chennai
169,"60,000",Semi-Furnished,3,3,3 BHK Apartment , Adyar ,Chennai
170,"16,000",Semi-Furnished,2,1,3 BHK Builder Floor , Selaiyur ,Chennai
171,"8,000",Unfurnished,1,1,1 BHK Builder Floor , Arumbakkam ,Chennai
172,"8,000",Unfurnished,2,1,1 BHKHouse , Kodungaiyur ,Chennai
173,"23,000",Furnished,2,0,2 BHK Apartment , Tondiarpet ,Chennai
174,"12,500",Semi-Furnished,1,0,2 BHKHouse , Madipakkam ,Chennai
175,"20,000",Semi-Furnished,1,0,1 BHK Apartment , Grand Southern Trunk Road ,Chennai
176,"11,000",Semi-Furnished,2,0,2 BHKHouse , Pammal ,Chennai
177,"30,000",Unfurnished,3,1,3 BHKHouse , Sembakkam ,Chennai
178,"8,500",Semi-Furnished,1,0,1 BHKHouse , Jalladianpet ,Chennai
179,"25,000",Unfurnished,3,0,3 BHKHouse , Valasaravakkam ,Chennai
180,"10,000",Unfurnished,1,0,1 BHKHouse , Kilpauk ,Chennai
181,"20,000",Unfurnished,3,1,3 BHKHouse , Vigneshwara Nagar Tharapakkam ,Chennai
182,"75,000",Furnished,2,1,2 BHK Apartment , Manapakkam ,Chennai
183,"28,000",Unfurnished,3,1,3 BHK Villa , Ramapuram ,Chennai
184,"30,000",Semi-Furnished,3,3,3 BHK Apartment , Semmancheri ,Chennai
185,"37,000",Semi-Furnished,3,1,3 BHK Builder Floor , TNGO Colony Adambakkam ,Chennai
186,"36,000",Semi-Furnished,3,2,3 BHK Apartment , Ponneri ,Chennai
187,"30,000",Unfurnished,3,1,3 BHK Apartment , Moolakadai ,Chennai
188,"14,000",Unfurnished,2,2,3 BHK Builder Floor , Sudharsan Nagar ,Chennai
189,"13,500",Semi-Furnished,1,1,2 BHKHouse , Sri Sai Nagar ,Chennai
190,"30,000",Unfurnished,3,1,4 BHKHouse , Park Town ,Chennai
191,"29,000",Unfurnished,2,0,2 BHK Apartment , Kolathur ,Chennai
