price,Furnishing,Bathroom,Balcony,locality,bhk,city
7500,Furnished,1,0, Uttam Nagar ,1 BHK  House  ,New Delhi
16000,Semi-Furnished,2,0, Pitampura ,2 BHK Builder Floor  ,New Delhi
18000,Furnished,2,0, Ghitorni ,2 BHK  House  ,New Delhi
4000,Unfurnished,1,0, Madangir ,1 BHK  House  ,New Delhi
21000,Unfurnished,2,0, Janakpuri ,2 BHK  House  ,New Delhi
10000,Unfurnished,2,0, Uttam Nagar ,2 BHK  House  ,New Delhi
4000,Furnished,2,0, Ashram ,2 BHK  House  ,New Delhi
2500,Semi-Furnished,1,0, Mandawali ,1 BHK  House  ,New Delhi
20000,Semi-Furnished,2,1," Govindpuri Extension, Kalkaji ",2 BHK  House  ,New Delhi
6000,Semi-Furnished,1,0, Pocket- 6 Sector 21 Rohini ,1 BHK  House  ,New Delhi
6000,Unfurnished,1,0," Shakarpur Khas, Shakarpur ",1 BHK  House  ,New Delhi
15000,Semi-Furnished,2,1, Qutub Vihar I ,2 BHK Builder Floor  ,New Delhi
16000,Semi-Furnished,3,2," Naveen Shahdara, Shahdara ",3 BHK Apartment  ,New Delhi
10000,Unfurnished,2,1, Govindpuri Main ,2 BHK  House  ,New Delhi
26000,Furnished,2,1, Indra Enclave ,2 BHK Builder Floor  ,New Delhi
15000,Semi-Furnished,2,2, Maujpur ,3 BHK Apartment  ,New Delhi
7500,Semi-Furnished,1,0, Khirki village malviya nagar ,1 BHK Builder Floor  ,New Delhi
14000,Semi-Furnished,2,1, Rohini Sector 23 ,3 BHK  House  ,New Delhi
12500,Semi-Furnished,1,0, Mahavir Enclave Part 1 ,3 BHK Apartment  ,New Delhi
20000,Unfurnished,1,1, Pitampura ,2 BHK  House  ,New Delhi
20000,Unfurnished,1,0, Patparganj ,2 BHK Builder Floor  ,New Delhi
18000,Furnished,3,1, FP BLOCK PITAMPURA ,2 BHK  House  ,New Delhi
9000,Unfurnished,1,1, Pandav Nagar ,1 BHK  House  ,New Delhi
8500,Semi-Furnished,1,0," Wazirabad, Delhi ",1 BHK Villa  ,New Delhi
31000,Furnished,2,0," Kanchanjanga Apartments, Dwarka Sector 23,  ",3 BHK Apartment  ,New Delhi
20000,Semi-Furnished,2,0, Krishna Park ,2 BHK  House  ,New Delhi
150000,Furnished,3,2, Anand Vihar ,4 BHK Builder Floor  ,New Delhi
8000,Unfurnished,1,1, 2 nd floor 2 room set ,1 BHK  House  ,New Delhi
18000,Furnished,1,0, Patel Nagar ,1 BHK  House  ,New Delhi
30000,Furnished,2,2, Mansarovar garden ,2 BHK  House  ,New Delhi
15000,Semi-Furnished,2,1, Hari Nagar ,2 BHK Builder Floor  ,New Delhi
35000,Furnished,2,0," Bhogal, Jangpura ",2 BHK  House  ,New Delhi
15000,Semi-Furnished,1,1, Jhilmil Colony ,2 BHK  House  ,New Delhi
50000,Semi-Furnished,3,0," Guru Harikishan Nagar, Paschim Vihar ",4 BHK Builder Floor  ,New Delhi
11000,Semi-Furnished,1,0, Shakarpur ,1 BHK Builder Floor  ,New Delhi
150000,Semi-Furnished,4,4, Saket ,4 BHK Builder Floor  ,New Delhi
26000,Furnished,2,0," Jangpura B, Jangpura ",2 BHK Apartment  ,New Delhi
20000,Semi-Furnished,2,1, WEA ,2 BHK Apartment  ,New Delhi
25000,Semi-Furnished,2,1, Guru Nanak Nagar ,2 BHK Builder Floor  ,New Delhi
8500,Unfurnished,1,1, Rohini Sector 3 ,1 BHK  House  ,New Delhi
2400000,Furnished,> 10,> 10, Ashok Vihar Phase 1 ,> 10 BHK  House  ,New Delhi
90000,Unfurnished,3,2, Harsh Vihar Pitampura ,3 BHK Builder Floor  ,New Delhi
17000,Semi-Furnished,2,1, Dwarka Sector 7 ,2 BHK Apartment  ,New Delhi
12000,Semi-Furnished,1,0," Krishna Nagar East, Krishna Nagar ",2 BHK Apartment  ,New Delhi
22000,Furnished,1,2, Pitampura ,2 BHK Apartment  ,New Delhi
38000,Semi-Furnished,3,0, Kalkaji Extension ,3 BHK Apartment  ,New Delhi
7500,Furnished,1,0, Shakarpur East Delhi ,1 BHK Villa  ,New Delhi
19000,Semi-Furnished,2,1, Krishna Nagar-Safdarjung Enclave ,2 BHK Apartment  ,New Delhi
5000,Unfurnished,1,1, Aya Nagar ,1 BHK Builder Floor  ,New Delhi
25000,Furnished,2,2, Golcha Cenima ,3 BHK Apartment  ,New Delhi
6000,Semi-Furnished,1,0, School Block ,1 BHK Apartment  ,New Delhi
20000,Semi-Furnished,2,1, Mayur Vihar 2 ,3 BHK Apartment  ,New Delhi
15000,Furnished,1,0, Ashram Delhi ,2 BHK Villa  ,New Delhi
14500,Furnished,1,0," Saraswati Niwas , Sant Nagar ",1 BHK Apartment  ,New Delhi
14000,Semi-Furnished,2,0, Adarsh Nagar ,2 BHK Builder Floor  ,New Delhi
11000,Semi-Furnished,2,0, Mansa Ram Park ,3 BHK Apartment  ,New Delhi
12000,Unfurnished,2,0, green hill apartment ,2 BHK Apartment  ,New Delhi
7000,Unfurnished,1,0, Aya Nagar ,1 BHK  House  ,New Delhi
15000,Semi-Furnished,1,0, Patparganj ,1 BHK Builder Floor  ,New Delhi
130000,Furnished,3,2," Safdarjung Development Area, Hauz Khas ",3 BHK Builder Floor  ,New Delhi
8000,Unfurnished,1,0," Dabri Extension, Dabri ",1 BHK  House  ,New Delhi
11500,Unfurnished,2,0, Govindpuri Main ,2 BHK Builder Floor  ,New Delhi
75000,Semi-Furnished,2,0, Karol Bagh ,3 BHK Builder Floor  ,New Delhi
4500,Furnished,3,0, Mukherjee Nagar ,3 BHK  House  ,New Delhi
15000,Unfurnished,2,0, Sainik Farm ,3 BHK  House  ,New Delhi
8500,Semi-Furnished,2,0, Pul Prahlad Pur ,2 BHK  House  ,New Delhi
19000,Unfurnished,1,0, Hira Nagar ,3 BHK Builder Floor  ,New Delhi
400000,Semi-Furnished,7,0, Sat Bari ,6 BHK Villa  ,New Delhi
40000,Furnished,3,0, Mehrauli ,3 BHK Apartment  ,New Delhi
9000,Semi-Furnished,1,1, Najafgarh ,2 BHK Villa  ,New Delhi
45000,Unfurnished,2,0, Tri Nagar ,3 BHK  House  ,New Delhi
9500,Semi-Furnished,1,0, Patparganj ,2 BHK  House  ,New Delhi
9000,Furnished,1,0, West Patel Nagar ,1 BHK Builder Floor  ,New Delhi
17000,Unfurnished,2,0, New Multan Nagar ,2 BHK  House  ,New Delhi
20000,Unfurnished,1,0, Ramesh Nagar ,2 BHK  House  ,New Delhi
27000,Furnished,2,0, Chattarpur ,2 BHK Builder Floor  ,New Delhi
7000,Unfurnished,2,1, Shahdara ,2 BHK  House  ,New Delhi
20000,Furnished,2,0, Malviya Nagar ,2 BHK  House  ,New Delhi
10000,Unfurnished,1,1," Chokhandi, Vishnu Garden ",2 BHK  House  ,New Delhi
12000,Unfurnished,1,0, Mukherjee Nagar ,1 BHK Builder Floor  ,New Delhi
10000,Unfurnished,2,0, Vishnu Garden ,2 BHK  House  ,New Delhi
30000,Furnished,2,0, Chhattarpur ,3 BHK Builder Floor  ,New Delhi
24000,Semi-Furnished,2,0, Lajpat Nagar ,2 BHK Builder Floor  ,New Delhi
25000,Semi-Furnished,2,0, Ghitorni ,3 BHK Builder Floor  ,New Delhi
7000,Unfurnished,1,0, Dwarka Mor ,2 BHK  House  ,New Delhi
10000,Furnished,1,0, Subhash Nagar ,1 BHK  House  ,New Delhi
18500,Unfurnished,2,0, Paschim Vihar ,2 BHK Builder Floor  ,New Delhi
10000,Semi-Furnished,1,0, Kapashera ,1 BHK Builder Floor  ,New Delhi
35000,Furnished,2,0, Jangpura ,2 BHK  House  ,New Delhi
35000,Furnished,2,0, Jangpura ,2 BHK  House  ,New Delhi
8500,Semi-Furnished,1,0, Uttam Nagar ,2 BHK  House  ,New Delhi
10000,Unfurnished,1,0, Rohini Sector 16 ,2 BHK Builder Floor  ,New Delhi
10000,Unfurnished,1,0," Mohan Garden, Razapur Khurd ",2 BHK  House  ,New Delhi
14000,Semi-Furnished,2,0," Shahdara, ",3 BHK  House  ,New Delhi
6000,Furnished,1,0, Rohini Sector 34 ,1 BHK Apartment  ,New Delhi
5000,Unfurnished,1,0, Aya Nagar MG road ,1 BHK  House  ,New Delhi
9000,Semi-Furnished,1,0," Jagatpuri, Krishna Nagar ",2 BHK  House  ,New Delhi
18000,Semi-Furnished,2,0, Mahavir Enclave ,3 BHK Builder Floor  ,New Delhi
6000,Semi-Furnished,2,0," Nathu Pura, Burari ",2 BHK  House  ,New Delhi
28000,Unfurnished,2,0, Kalyan Vihar ,2 BHK  House  ,New Delhi
16000,Furnished,1,0, Ashok Nagar ,1 BHK  House  ,New Delhi
10000,Semi-Furnished,1,0, Rohini ,2 BHK Builder Floor  ,New Delhi
7000,Semi-Furnished,1,0, Rohini Sector 5 ,1 BHK  House  ,New Delhi
10000,Semi-Furnished,2,1," Khushi Apartments, Tughlakabad ",2 BHK Apartment  ,New Delhi
9000,Unfurnished,2,1, Dwaraka More ,2 BHK Builder Floor  ,New Delhi
12000,Unfurnished,2,0," Jawahar Park, Khanpur ",2 BHK Builder Floor  ,New Delhi
11000,Unfurnished,1,1, Mayur Vihar ,1 BHK  House  ,New Delhi
26000,Unfurnished,2,1, Dwarka ,2 BHK Builder Floor  ,New Delhi
20000,Semi-Furnished,2,0, Pandav Nagar ,2 BHK Builder Floor  ,New Delhi
11000,Unfurnished,1,2, Laxmi Nagar ,1 BHK Builder Floor  ,New Delhi
14000,Unfurnished,2,0, Jangpura ,2 BHK  House  ,New Delhi
15000,Semi-Furnished,2,1, Uttam Nagar ,2 BHK  House  ,New Delhi
10000,Unfurnished,2,0, Jahangir Puri ,2 BHK Builder Floor  ,New Delhi
4000,Unfurnished,1,0, Bawana ,2 BHK  House  ,New Delhi
3000,Unfurnished,2,0, Vikash Nagar ,1 BHK  House  ,New Delhi
35000,Semi-Furnished,2,0," Gujranwala Town, Model Town ",2 BHK  House  ,New Delhi
20000,Furnished,2,0, Chhatarpur Extension ,2 BHK Builder Floor  ,New Delhi
17000,Semi-Furnished,1,0, Hari Nagar ,2 BHK Apartment  ,New Delhi
16000,Furnished,1,0, East Of Kailash ,1 BHK  House  ,New Delhi
18000,Unfurnished,2,0, Mandi ,4 BHK  House  ,New Delhi
11500,Furnished,1,1, Rohini Sector 3 ,1 BHK  House  ,New Delhi
4000,Unfurnished,1,0, Madhu Vihar ,1 BHK  House  ,New Delhi
5000,Semi-Furnished,1,0, Karala ,2 BHK  House  ,New Delhi
13000,Unfurnished,2,2, Nawada ,2 BHK Builder Floor  ,New Delhi
4500,Semi-Furnished,1,0, Rajpur Khurd ,1 BHK  House  ,New Delhi
18000,Furnished,2,1," Jeevan Park, Bindapur ",2 BHK Builder Floor  ,New Delhi
15000,Unfurnished,2,0," Vishwakarma Colony, Mehrauli Badarpur Road ",3 BHK  House  ,New Delhi
12500,Unfurnished,1,0, RWA Yamuna Vihar Block C8 Shahdara ,1 BHK  House  ,New Delhi
15000,Unfurnished,2,0, Najafgarh ,2 BHK  House  ,New Delhi
8000,Unfurnished,1,0, Geeta Colony ,2 BHK Builder Floor  ,New Delhi
55000,Unfurnished,3,0, Shakurpur ,3 BHK  House  ,New Delhi
21000,Semi-Furnished,3,0, Dwarka Sector 23 ,3 BHK Apartment  ,New Delhi
65000,Semi-Furnished,2,0," Jawahar Nagar, Kamla Nagar ",4 BHK Builder Floor  ,New Delhi
25000,Semi-Furnished,2,0, Shakti Nagar ,2 BHK  House  ,New Delhi
6000,Unfurnished,1,0, Sonia Vihar ,2 BHK  House  ,New Delhi
15000,Semi-Furnished,2,0, dwarka opppsite of sector 5 ,2 BHK  House  ,New Delhi
9000,Unfurnished,1,0," Shakarpur Khas, Shakarpur ",1 BHK Builder Floor  ,New Delhi
11000,Furnished,2,0, Patel Nagar ,2 BHK  House  ,New Delhi
14000,Semi-Furnished,1,0, Shastri Park  ,2 BHK  House  ,New Delhi
9000,Furnished,1,0, Dr Mukherjee Nagar ,1 BHK Builder Floor  ,New Delhi
25000,Semi-Furnished,1,0, Pitampura ,2 BHK  House  ,New Delhi
5000,Unfurnished,1,0," Baljit Nagar, Patel Nagar ",1 BHK  House  ,New Delhi
16000,Semi-Furnished,1,0, Subhash Nagar ,1 BHK Builder Floor  ,New Delhi
40000,Semi-Furnished,3,0, Kirti Nagar ,2 BHK  House  ,New Delhi
9000,Semi-Furnished,1,0, Saket ,1 BHK  House  ,New Delhi
9500,Semi-Furnished,1,0, Pandav Nagar ,1 BHK  House  ,New Delhi
10000,Unfurnished,2,0, Wazirabad ,2 BHK  House  ,New Delhi
8000,Unfurnished,1,0, Uttam Nagar ,2 BHK  House  ,New Delhi
15000,Furnished,1,0, Krishna Nagar ,1 BHK  House  ,New Delhi
15800,Furnished,1,0, Rajouri Garden ,1 BHK  House  ,New Delhi
25000,Unfurnished,1,0, Saket ,2 BHK  House  ,New Delhi
17000,Semi-Furnished,2,2, Mehrauli ,2 BHK Apartment  ,New Delhi
13000,Unfurnished,2,1, Nawada ,3 BHK  House  ,New Delhi
7000,Unfurnished,1,0, Mahavir Enclave ,1 BHK  House  ,New Delhi
30000,Furnished,1,0, Karol Bagh ,1 BHK  House  ,New Delhi
20000,Unfurnished,2,0, Patel Nagar ,2 BHK  House  ,New Delhi
14000,Semi-Furnished,1,1, Malviya Nagar ,1 BHK  House  ,New Delhi
12000,Semi-Furnished,1,0, Kalkaji Extention ,1 BHK Builder Floor  ,New Delhi
6000,Furnished,1,0, Shahdara ,1 BHK Builder Floor  ,New Delhi
4500,Semi-Furnished,1,0, Lajpat Nagar 4 ,1 BHK  House  ,New Delhi
12000,Furnished,2,0," Moti Nagar, Kirti Nagar ",2 BHK Builder Floor  ,New Delhi
15000,Unfurnished,2,0, Krishna Nagar ,2 BHK  House  ,New Delhi
5000,Unfurnished,1,0, Nangloi ,1 BHK  House  ,New Delhi
21000,Furnished,1,0, Karol Bagh ,1 BHK Builder Floor  ,New Delhi
10000,Semi-Furnished,2,0, Nawada ,2 BHK Builder Floor  ,New Delhi
13000,Unfurnished,1,0, New Ashok Nagar ,2 BHK Builder Floor  ,New Delhi
18000,Furnished,1,0, Moti Bagh ,1 BHK  House  ,New Delhi
4000,Unfurnished,1,0, Tri Nagar ,1 BHK  House  ,New Delhi
10000,Unfurnished,1,0, Krishna Vihar ,2 BHK  House  ,New Delhi
130000,Furnished,3,0, Mandi House ,3 BHK  House  ,New Delhi
10000,Furnished,1,0, Preet Vihar ,1 BHK  House  ,New Delhi
30000,Semi-Furnished,2,1, Shastrinagar ,2 BHK Builder Floor  ,New Delhi
12000,Semi-Furnished,2,0, Shahdara ,3 BHK  House  ,New Delhi
40000,Furnished,4,0, New Ashok Nagar ,4 BHK  House  ,New Delhi
12000,Unfurnished,1,0, Chhattarpur ,2 BHK  House  ,New Delhi
8000,Unfurnished,1,0, Mayur Vihar ,1 BHK Builder Floor  ,New Delhi
4000,Unfurnished,1,0," Indra Park Palam, Manglapuri ",1 BHK  House  ,New Delhi
25000,Unfurnished,3,1, Mehrauli ,3 BHK Builder Floor  ,New Delhi
40000,Semi-Furnished,2,1," Surya Niketan, Anand Vihar ",3 BHK  House  ,New Delhi
16000,Semi-Furnished,1,0, Hari Nagar ,1 BHK Builder Floor  ,New Delhi
28000,Semi-Furnished,2,2, Patel Nagar ,3 BHK  House  ,New Delhi
12000,Furnished,1,1, Jasola ,1 BHK Builder Floor  ,New Delhi
30000,Semi-Furnished,2,0," Amar Colony, Lajpat Nagar ",2 BHK  House  ,New Delhi
8000,Unfurnished,1,0, Uttam Nagar ,2 BHK  House  ,New Delhi
35000,Furnished,1,1, Shalimar Bagh AA Block ,2 BHK Builder Floor  ,New Delhi
6000,Unfurnished,2,0, Nawada ,2 BHK  House  ,New Delhi
35000,Unfurnished,2,0, Shalimar bagh ,2 BHK  House  ,New Delhi
6000,Semi-Furnished,1,0, Bindapur ,1 BHK  House  ,New Delhi
10000,Unfurnished,1,0, Mayur Vihar 3 ,1 BHK Apartment  ,New Delhi
25000,Semi-Furnished,2,0, Preet Vihar ,2 BHK  House  ,New Delhi
20000,Unfurnished,2,0," Bhorgarh, Narela ",2 BHK  House  ,New Delhi
85000,Furnished,4,0, Greater Kailash II ,3 BHK  House  ,New Delhi
7500,Furnished,3,0, Burari ,2 BHK  House  ,New Delhi
15000,Semi-Furnished,2,0, Uttam Nagar ,2 BHK Builder Floor  ,New Delhi
25000,Semi-Furnished,2,0, Vikaspuri ,2 BHK Builder Floor  ,New Delhi
13000,Semi-Furnished,1,0, Vikaspuri ,1 BHK  House  ,New Delhi
14000,Unfurnished,2,0, Hari Nagar ,2 BHK Builder Floor  ,New Delhi
17000,Unfurnished,2,0, Baprola ,2 BHK  House  ,New Delhi
10000,Unfurnished,1,0, Laxmi Nagar ,2 BHK  House  ,New Delhi
14000,Furnished,1,0, Lajpat Nagar 1  ,1 BHK  House  ,New Delhi
25000,Unfurnished,2,0," vijay Enclave,dashtapuri metro station ",3 BHK Builder Floor  ,New Delhi
7000,Semi-Furnished,1,0, Narela ,1 BHK Apartment  ,New Delhi
32000,Semi-Furnished,3,0, Rajouri Garden ,3 BHK  House  ,New Delhi
12000,Semi-Furnished,1,0," Sharda Puri, Ramesh Nagar ",1 BHK  House  ,New Delhi
80000,Semi-Furnished,2,0, Safdarjung Enclave ,2 BHK  House  ,New Delhi
15000,Semi-Furnished,2,0, Sagar Pur ,1 BHK  House  ,New Delhi
9500,Unfurnished,1,0, Dabri ,2 BHK  House  ,New Delhi
12000,Unfurnished,1,0," dda lig flat sector 16 site iii, Dwarka ",1 BHK Apartment  ,New Delhi
30000,Furnished,2,0, Okhla ,3 BHK Builder Floor  ,New Delhi
27500,Unfurnished,2,0, Janakpuri ,2 BHK  House  ,New Delhi
10500,Semi-Furnished,1,0, Vasundhara Enclave ,1 BHK Apartment  ,New Delhi
10000,Semi-Furnished,1,0, Pitampura ,1 BHK Builder Floor  ,New Delhi
5000,Unfurnished,1,1, Najafgarh ,1 BHK  House  ,New Delhi
9500,Furnished,1,1," Moti Nagar, Kirti Nagar ",1 BHK Builder Floor  ,New Delhi
5000,Unfurnished,1,1, Bawana ,1 BHK Builder Floor  ,New Delhi
12000,Unfurnished,1,1, Sanwal Nagar ,1 BHK Apartment  ,New Delhi
7500,Unfurnished,2,0, Rohini Sector 24 ,1 BHK Builder Floor  ,New Delhi
20000,Unfurnished,1,0, Janakpuri ,3 BHK Builder Floor  ,New Delhi
5200,Unfurnished,1,0," Khanpur, Madangir ",1 BHK  House  ,New Delhi
55000,Unfurnished,3,0, Ashok Vihar Phase 1 ,4 BHK Builder Floor  ,New Delhi
10000,Unfurnished,2,0, Najafgarh ,2 BHK  House  ,New Delhi
8000,Unfurnished,1,0, Mehrauli ,1 BHK Builder Floor  ,New Delhi
5000,Unfurnished,1,0, Uttam Nagar ,1 BHK Builder Floor  ,New Delhi
7000,Unfurnished,1,1, Block C Jeewan Park ,1 BHK Builder Floor  ,New Delhi
12000,Semi-Furnished,1,0, Dilshad Garden ,1 BHK  House  ,New Delhi
20000,Unfurnished,2,0, Tilak Nagar ,2 BHK  House  ,New Delhi
12000,Unfurnished,2,0, Raj Nagar ,2 BHK Builder Floor  ,New Delhi
30000,Unfurnished,2,1, Sheikh Sarai ,2 BHK  House  ,New Delhi
17000,Unfurnished,2,0, Rani Bagh ,2 BHK  House  ,New Delhi
30000,Semi-Furnished,2,0, Rohini Sector 13 ,3 BHK Apartment  ,New Delhi
16000,Semi-Furnished,1,0, Paschim Vihar ,2 BHK  House  ,New Delhi
15000,Semi-Furnished,2,0," Rajpur Khurd Extension, Rajpur ",2 BHK  House  ,New Delhi
25000,Furnished,2,0, Dwarka Sector 15 ,2 BHK Builder Floor  ,New Delhi
10000,Unfurnished,2,0, Mandawali ,2 BHK Builder Floor  ,New Delhi
25000,Semi-Furnished,3,0, Greater Kailash 2 ,3 BHK Builder Floor  ,New Delhi
5000,Unfurnished,1,1, Bawana ,1 BHK Builder Floor  ,New Delhi
22000,Semi-Furnished,1,0, Pitampura ,2 BHK  House  ,New Delhi
30000,Unfurnished,2,0, Punjabi Bagh ,3 BHK Builder Floor  ,New Delhi
14000,Furnished,6,0, Model Town Phase 1 ,6 BHK  House  ,New Delhi
6000,Unfurnished,1,0," Majnu Ka Tila, New Aruna Nagar ",1 BHK  House  ,New Delhi
6000,Unfurnished,1,0, Uttam Nagar ,2 BHK  House  ,New Delhi
7000,Unfurnished,1,0, Narela ,1 BHK Apartment  ,New Delhi
18000,Unfurnished,1,0, Subhash Nagar ,2 BHK  House  ,New Delhi
4500,Unfurnished,1,0, Molarband ,1 BHK  House  ,New Delhi
25000,Semi-Furnished,3,1, Vikaspuri ,3 BHK  House  ,New Delhi
10000,Furnished,2,0, Sheikh Sarai ,2 BHK  House  ,New Delhi
8000,Unfurnished,1,0," Rama Park, Nawada ",1 BHK Apartment  ,New Delhi
10000,Unfurnished,1,0," Moti Bagh North, Moti Bagh ",1 BHK  House  ,New Delhi
7500,Semi-Furnished,1,1, DDA Flats badarpur ,1 BHK Apartment  ,New Delhi
6200,Semi-Furnished,1,0, Madhu Vihar ,1 BHK Villa  ,New Delhi
45000,Unfurnished,2,0," Sidhartha Extention, Sidhartha Nagar ",3 BHK  House  ,New Delhi
30000,Unfurnished,2,1, DDA SELF FINANCING SCHEME ,2 BHK Apartment  ,New Delhi
46000,Furnished,2,1, New Rajendra Nagar ,2 BHK Apartment  ,New Delhi
9000,Semi-Furnished,1,1, Neb Sarai ,1 BHK Apartment  ,New Delhi
20000,Furnished,1,0, Greater Kailash Enclave 2 ,1 BHK  House  ,New Delhi
8000,Semi-Furnished,1,1, Rohini Sector 1 ,2 BHK  House  ,New Delhi
6500,Semi-Furnished,1,1, Rohini Sector 17 ,2 BHK  House  ,New Delhi
13000,Semi-Furnished,1,1, Subhash Nagar ,1 BHK  House  ,New Delhi
35000,Semi-Furnished,3,0, Vasundhara Enclave ,3 BHK Apartment  ,New Delhi
22000,Semi-Furnished,3,0, Mansarowar Park ,3 BHK Apartment  ,New Delhi
16000,Unfurnished,1,1," Sidhartha Extention, Sidhartha Nagar ",1 BHK Apartment  ,New Delhi
8000,Semi-Furnished,1,1, Rohini ,2 BHK Apartment  ,New Delhi
10500,Semi-Furnished,2,1," Jawahar Park, Khanpur ",2 BHK Builder Floor  ,New Delhi
9500,Unfurnished,1,1, Mehrauli ,1 BHK Apartment  ,New Delhi
18000,Semi-Furnished,1,0, Ghitorni ,2 BHK  House  ,New Delhi
16000,Unfurnished,2,0, Budh Vihar ,3 BHK  House  ,New Delhi
9000,Unfurnished,1,0, Wazirabad ,3 BHK Builder Floor  ,New Delhi
18000,Unfurnished,1,0, Model Town ,2 BHK  House  ,New Delhi
12000,Unfurnished,1,0, Shalimar bagh ,1 BHK Builder Floor  ,New Delhi
9000,Semi-Furnished,1,0, Uttam Nagar ,1 BHK Builder Floor  ,New Delhi
20000,Furnished,1,0," Panchsheel Vihar, Sheikh Sarai ",2 BHK  House  ,New Delhi
11500,Unfurnished,2,0, Mehrauli ,2 BHK  House  ,New Delhi
25000,Semi-Furnished,2,0, Pitampura ,3 BHK  House  ,New Delhi
40000,Furnished,2,0, Pitampura ,3 BHK Apartment  ,New Delhi
10000,Unfurnished,1,1, Narela ,2 BHK  House  ,New Delhi
25000,Furnished,1,0, Karam Pura ,2 BHK Builder Floor  ,New Delhi
18000,Unfurnished,2,0, Janakpuri ,2 BHK  House  ,New Delhi
7000,Semi-Furnished,2,0, Narela ,2 BHK Builder Floor  ,New Delhi
3200,Unfurnished,1,0, Bindapur ,1 BHK  House  ,New Delhi
22000,Semi-Furnished,2,0, Shahdara ,3 BHK Builder Floor  ,New Delhi
35000,Unfurnished,2,0, Shastri Nagar ,3 BHK Builder Floor  ,New Delhi
10000,Unfurnished,1,0," Moti Nagar, Kirti Nagar ",1 BHK  House  ,New Delhi
10000,Semi-Furnished,1,0, Matiala ,2 BHK Builder Floor  ,New Delhi
10000,Unfurnished,1,0, Matiala ,2 BHK  House  ,New Delhi
85000,Unfurnished,3,0, Jangpura ,3 BHK  House  ,New Delhi
28000,Semi-Furnished,2,0, Freedom Fighters Enclave ,3 BHK Builder Floor  ,New Delhi
12000,Unfurnished,1,0, Burari ,2 BHK Builder Floor  ,New Delhi
30000,Semi-Furnished,1,0, BK Dutt Colony ,2 BHK Builder Floor  ,New Delhi
12000,Semi-Furnished,2,2, Burari ,3 BHK Builder Floor  ,New Delhi
8000,Unfurnished,1,0," Milan Vihar, Wazirabad ",2 BHK  House  ,New Delhi
8500,Unfurnished,1,0, Chhatarpur ,1 BHK  House  ,New Delhi
8500,Semi-Furnished,1,0, Geeta Colony ,1 BHK  House  ,New Delhi
18000,Furnished,1,0, Shakti Nagar ,1 BHK Builder Floor  ,New Delhi
20000,Unfurnished,2,0, Shastri Nagar ,3 BHK  House  ,New Delhi
12000,Semi-Furnished,1,0, Vikaspuri ,1 BHK Apartment  ,New Delhi
7000,Semi-Furnished,2,0," Durga Vihar, Sangam Vihar ",2 BHK Builder Floor  ,New Delhi
13000,Unfurnished,1,0, Vikaspuri ,2 BHK  House  ,New Delhi
9000,Semi-Furnished,1,0, Patparganj ,1 BHK  House  ,New Delhi
7000,Unfurnished,1,0," Jharoda Majra Burari, Burari ",1 BHK  House  ,New Delhi
11000,Semi-Furnished,1,0, Mahipalpur ,1 BHK Apartment  ,New Delhi
31000,Semi-Furnished,2,0, Subhash Nagar ,2 BHK Builder Floor  ,New Delhi
40000,Furnished,2,0, South Extension 1 ,2 BHK  House  ,New Delhi
150000,Furnished,3,0," Nizamuddin East, Nizamuddin ",3 BHK Builder Floor  ,New Delhi
19000,Semi-Furnished,2,0, Ghitorni ,2 BHK Builder Floor  ,New Delhi
5000,Semi-Furnished,1,0, Hastsal ,1 BHK  House  ,New Delhi
85000,Unfurnished,4,0, Chittaranjan Park ,4 BHK Builder Floor  ,New Delhi
6500,Unfurnished,1,0, Palam ,1 BHK Builder Floor  ,New Delhi
22000,Semi-Furnished,2,0, Subhash Nagar ,2 BHK  House  ,New Delhi
15000,Furnished,1,0, Mayur Vihar 1 ,1 BHK Apartment  ,New Delhi
16000,Semi-Furnished,1,0, Paschim Vihar ,1 BHK Builder Floor  ,New Delhi
9800,Furnished,2,0, Bhagwati Garden ,1 BHK Builder Floor  ,New Delhi
12000,Furnished,1,0, South Extension ,1 BHK  House  ,New Delhi
17000,Semi-Furnished,1,0, Pitampura ,2 BHK  House  ,New Delhi
10000,Furnished,2,0, Narela Mandi ,2 BHK  House  ,New Delhi
10000,Unfurnished,1,0, Mangolpuri ,2 BHK  House  ,New Delhi
17000,Semi-Furnished,2,0, Vikaspuri ,3 BHK Builder Floor  ,New Delhi
30000,Semi-Furnished,1,0, Janakpuri ,2 BHK Builder Floor  ,New Delhi
10000,Unfurnished,1,0," Krishna Puri, Vinod Nagar North ",1 BHK Builder Floor  ,New Delhi
9800,Furnished,2,1, by owner ,2 BHK Builder Floor  ,New Delhi
25000,Furnished,1,0, Lajpat Nagar 4 ,1 BHK  House  ,New Delhi
20000,Semi-Furnished,2,0, Dwarka Sector 8 ,2 BHK  House  ,New Delhi
10000,Unfurnished,1,0, Shahdara ,2 BHK  House  ,New Delhi
10000,Unfurnished,2,0, Bindapur ,2 BHK  House  ,New Delhi
7000,Unfurnished,1,0, Sarai Kale Khan ,1 BHK  House  ,New Delhi
22000,Furnished,2,0, Sainik Farm ,2 BHK Builder Floor  ,New Delhi
15000,Furnished,1,1, Laxmi Nagar ,1 BHK  House  ,New Delhi
15000,Semi-Furnished,1,0, Adarsh Nagar ,2 BHK  House  ,New Delhi
