price,Furnishing,Bathroom,Balcony,locality,bhk,city
30000,Semi-Furnished,2,3," DDA Flats Sector E Pocket 2, Sector E2 ",2 BHK Apartment  ,New Delhi
300000,Furnished,3,3, Anand Niketan Block D ,3 BHK Builder Floor  ,New Delhi
5000,Semi-Furnished,1,0," Om Vihar, Nawada ",1 BHK  House  ,New Delhi
30000,Semi-Furnished,2,2, Ramesh Nagar ,2 BHK Builder Floor  ,New Delhi
30000,Furnished,2,3," Abhiyanta Apartment, Vasundhara Enclave ",2 BHK Apartment  ,New Delhi
20000,Semi-Furnished,2,2," Khirki extension, Malviya Nagar ",2 BHK Builder Floor  ,New Delhi
31000,Semi-Furnished,2,0, Kamla Nagar ,3 BHK Builder Floor  ,New Delhi
26000,Furnished,1,1, West Patel Nagar ,2 BHK Builder Floor  ,New Delhi
9000,Unfurnished,1,1, Govindpuri Main ,1 BHK Builder Floor  ,New Delhi
14500,Semi-Furnished,2,1," Duggal Housing Complex, Khanpur, Madangir ",1 BHK Builder Floor  ,New Delhi
20000,Unfurnished,1,0, Kalkaji ,1 BHK Builder Floor  ,New Delhi
15000,Furnished,1,0, Patparganj ,1 BHK Builder Floor  ,New Delhi
28000,Furnished,2,1," Nirman Vihar, Preet Vihar ",3 BHK Apartment  ,New Delhi
9000,Semi-Furnished,1,1, Dilshad Colony ,1 BHK Apartment  ,New Delhi
13000,Semi-Furnished,2,1, Sultanpur ,2 BHK Apartment  ,New Delhi
65000,Furnished,2,0," Vikram Vihar, Lajpat Nagar ",2 BHK  House  ,New Delhi
229999,Furnished,3,3, Chanakyapuri ,3 BHK Builder Floor  ,New Delhi
45000,Unfurnished,4,0," Best Paradise The Bhartiya, Dwarka ",4 BHK Apartment  ,New Delhi
6000,Semi-Furnished,1,1, uttam nagar mohan garden ,1 BHK Builder Floor  ,New Delhi
30000,Semi-Furnished,2,3," Gangotri Apartment, Vikaspuri Block F ",3 BHK Apartment  ,New Delhi
250000,Unfurnished,4,0, Vasant Vihar ,4 BHK Builder Floor  ,New Delhi
12000,Unfurnished,1,1, Uttam Nagar ,1 BHK Builder Floor  ,New Delhi
19500,Semi-Furnished,2,1," DDA Kaveri Apartment, Vasant Kunj ",1 BHK Apartment  ,New Delhi
12500,Semi-Furnished,1,1, Karam Pura ,1 BHK Builder Floor  ,New Delhi
25000,Furnished,1,1, New Rajendra Nagar ,1 BHK Builder Floor  ,New Delhi
70000,Semi-Furnished,3,0," Narmada Apartment, Alaknanda ",4 BHK Apartment  ,New Delhi
40000,Semi-Furnished,2,2," Kailash hills, East Of Kailash ",2 BHK Builder Floor  ,New Delhi
40000,Semi-Furnished,3,3," Sriniketan Apartment, Dwarka Sector 7 ",3 BHK Apartment  ,New Delhi
12000,Unfurnished,1,1, Uttam Nagar ,2 BHK  House  ,New Delhi
10000,Unfurnished,1,1," Mohan Garden, Razapur Khurd ",1 BHK Apartment  ,New Delhi
16500,Semi-Furnished,2,1," NDMC Society, Vikaspuri ",2 BHK Apartment  ,New Delhi
20000,Unfurnished,2,2, Shalimar bagh ,2 BHK Apartment  ,New Delhi
21000,Semi-Furnished,2,2," Kewal Park Extension, Azadpur ",3 BHK  House  ,New Delhi
3000,Unfurnished,1,1, Rohini Sector 34 ,1 BHK  House  ,New Delhi
8000,Unfurnished,1,1," Molarband Extension, Badarpur ",2 BHK  House  ,New Delhi
12500,Unfurnished,1,0," DDA Flats Pocket O, Dilshad Garden ",2 BHK Apartment  ,New Delhi
11000,Semi-Furnished,1,1," Badli, Rohini ",1 BHK Apartment  ,New Delhi
10000,Unfurnished,2,0, Uttam Nagar ,2 BHK  House  ,New Delhi
5000,Unfurnished,3,1, Nawada ,2 BHK  House  ,New Delhi
13000,Semi-Furnished,2,0, Malviya Nagar ,2 BHK Apartment  ,New Delhi
8000,Unfurnished,1,0, Shastri Nagar ,2 BHK  House  ,New Delhi
27000,Furnished,2,1," Sahyadri Apartment, Indraprastha Extension, Patparganj ",2 BHK Apartment  ,New Delhi
15000,Semi-Furnished,2,1, Mahavir Enclave Part 1 ,3 BHK Builder Floor  ,New Delhi
23000,Unfurnished,2,2, Mahavir Enclave Part 1 ,3 BHK Apartment  ,New Delhi
12000,Unfurnished,2,2, Mahavir Enclave ,3 BHK Builder Floor  ,New Delhi
42000,Unfurnished,3,0, Chittaranjan Park ,3 BHK Apartment  ,New Delhi
13000,Unfurnished,2,1," Paschimpuri, Paschim Vihar ",1 BHK Builder Floor  ,New Delhi
50000,Unfurnished,2,2, Vikaspuri Block A ,4 BHK Builder Floor  ,New Delhi
15000,Furnished,4,1, Mansarovar garden ,4 BHK Penthouse  ,New Delhi
21000,Semi-Furnished,1,0," East of Kailash , East Of Kailash ",1 BHK  House  ,New Delhi
25000,Unfurnished,2,0," jhulelal apartment, Pitampura ",2 BHK Apartment  ,New Delhi
28000,Semi-Furnished,2,2," Shri Niketan, Vasundhara Enclave ",3 BHK Apartment  ,New Delhi
13000,Unfurnished,2,1, Shahdara ,2 BHK  House  ,New Delhi
140000,Semi-Furnished,5,4, New Friends Colony ,4 BHK Builder Floor  ,New Delhi
14000,Semi-Furnished,2,2," Vijay Enclave, Mahavir Enclave ",2 BHK Builder Floor  ,New Delhi
14000,Semi-Furnished,1,1," Asha Park, Fateh Nagar ",1 BHK Builder Floor  ,New Delhi
10000,Unfurnished,1,1," Metroplex East Mall, Guru Angad Nagar East, Swasthya Vihar ",1 BHK Apartment  ,New Delhi
14000,Semi-Furnished,2,0, Uttam Nagar West ,2 BHK Apartment  ,New Delhi
18000,Unfurnished,1,1," Prashant Vihar, Rohini ",2 BHK  House  ,New Delhi
6000,Unfurnished,1,1, HaRI NAGAR MEETHAPUR ,2 BHK Apartment  ,New Delhi
80000,Semi-Furnished,3,2," Shivalik A Block, Shivalik Colony ",3 BHK Builder Floor  ,New Delhi
34000,Semi-Furnished,2,3, Dwarka Sector 16B ,2 BHK Apartment  ,New Delhi
6000,Unfurnished,1,0, Krishna Park ,1 BHK  House  ,New Delhi
35000,Semi-Furnished,3,2, Mahavir Enclave Part 1 ,4 BHK  House  ,New Delhi
22000,Semi-Furnished,2,0," Vikas Kunj, Vikaspuri ",2 BHK  House  ,New Delhi
12000,Semi-Furnished,2,1," Jasola Pocket 10B LIG Houses Complex, Jasola ",1 BHK Apartment  ,New Delhi
25000,Semi-Furnished,2,1," DDA LIG Apartment, Uttari Pitampura ",2 BHK  House  ,New Delhi
14000,Unfurnished,1,1, Vikaspuri ,1 BHK  House  ,New Delhi
15000,Semi-Furnished,2,2, Bhajanpura ,2 BHK Apartment  ,New Delhi
10500,Semi-Furnished,1,1, Dilshad Colony ,1 BHK Apartment  ,New Delhi
65000,Furnished,2,1, South Extension 1 ,2 BHK Apartment  ,New Delhi
16000,Semi-Furnished,2,0," Khanpur Extension, Sangam Vihar ",2 BHK Apartment  ,New Delhi
25000,Unfurnished,2,1, Shastri Nagar - Geeta Colony ,3 BHK Apartment  ,New Delhi
30000,Unfurnished,1,0," Kasturba Niketan, Lajpat Nagar ",1 BHK  House  ,New Delhi
20000,Unfurnished,2,0, Sheikh Sarai Phase 2 ,2 BHK Apartment  ,New Delhi
52000,Semi-Furnished,2,0, Kalkaji ,3 BHK  House  ,New Delhi
30000,Semi-Furnished,2,0, Kamla Nagar ,3 BHK  House  ,New Delhi
22000,Furnished,1,0, Daryaganj ,3 BHK Builder Floor  ,New Delhi
42000,Semi-Furnished,3,2," Bhera Enclave, Paschim Vihar ",3 BHK Builder Floor  ,New Delhi
40000,Semi-Furnished,3,2, Model Town ,3 BHK Builder Floor  ,New Delhi
5000,Unfurnished,1,0, Narela ,1 BHK  House  ,New Delhi
47000,Unfurnished,2,2," Mahendru Enclave, Mahendru Enclave, Model Town ",3 BHK  House  ,New Delhi
25000,Semi-Furnished,2,0, Pitampura ,2 BHK  House  ,New Delhi
27500,Semi-Furnished,1,0, Inderpuri ,2 BHK Builder Floor  ,New Delhi
10000,Furnished,1,1, Burari ,2 BHK  House  ,New Delhi
9000,Furnished,1,0," Devli, Sangam Vihar ",1 BHK Apartment  ,New Delhi
13500,Semi-Furnished,2,1," Project Jawahar Park, Khanpur, Madangir ",2 BHK Apartment  ,New Delhi
45000,Semi-Furnished,4,1, Dwarka ,4 BHK Builder Floor  ,New Delhi
8000,Semi-Furnished,1,1," Rajendera Apartments, Kishangarh, Vasant Kunj ",1 BHK Apartment  ,New Delhi
16000,Semi-Furnished,2,2," Tagore Garden Extension, Rajouri Garden ",2 BHK Builder Floor  ,New Delhi
25000,Semi-Furnished,3,2, Bhola Nath Nagar ,4 BHK  House  ,New Delhi
11500,Semi-Furnished,1,0," Rajpur Khurd Extension, Rajpur ",1 BHK Apartment  ,New Delhi
19000,Unfurnished,1,1," DDA Akshardham Apartments, DS 19 ",1 BHK Apartment  ,New Delhi
22000,Semi-Furnished,2,1, Rohini Sector 16 ,2 BHK Builder Floor  ,New Delhi
20000,Unfurnished,2,3," DDA Bharat Vandana Apartments, DS 19 ",2 BHK Apartment  ,New Delhi
28000,Unfurnished,2,2, Kirti Nagar ,3 BHK Apartment  ,New Delhi
5500,Furnished,1,1," CPWD Netaji Apartment, Netaji Nagar ",1 BHK Apartment  ,New Delhi
5500,Unfurnished,1,0," Indraprasth Colony, Burari ",2 BHK  House  ,New Delhi
22000,Semi-Furnished,2,2," DDA Unity Apartment, Rohini Sector 24 ",3 BHK Apartment  ,New Delhi
25000,Unfurnished,2,2, Vikaspuri Block C ,3 BHK  House  ,New Delhi
15500,Semi-Furnished,1,0, Rohini Sector 8 ,2 BHK Builder Floor  ,New Delhi
10000,Semi-Furnished,1,1," Devli Khanpur, Khanpur, Madangir ",1 BHK Apartment  ,New Delhi
21000,Semi-Furnished,2,1," Meenakshi Garden, Tilak Nagar ",3 BHK Apartment  ,New Delhi
150000,Semi-Furnished,5,0, Greater Kailash 2 ,4 BHK Builder Floor  ,New Delhi
22000,Unfurnished,2,0, Katwaria Sarai ,2 BHK  House  ,New Delhi
11000,Semi-Furnished,1,1, Pandav Nagar ,1 BHK Builder Floor  ,New Delhi
8500,Furnished,3,1, Krishna Vihar ,3 BHK  House  ,New Delhi
15000,Semi-Furnished,1,0, Rohini Sector 20 ,2 BHK Builder Floor  ,New Delhi
30000,Furnished,2,0, Rohini ,3 BHK  House  ,New Delhi
100000,Furnished,4,2, Model Town Phase 1 ,3 BHK Builder Floor  ,New Delhi
6000,Semi-Furnished,1,1," Reotech Builder Floors Sec-21, Rohini Sector 21 ",1 BHK Builder Floor  ,New Delhi
11000,Unfurnished,1,1, Kalkaji ,1 BHK Builder Floor  ,New Delhi
7000,Furnished,1,0, Sangam Vihar ,1 BHK  House  ,New Delhi
16000,Furnished,2,0, Mahipalpur ,2 BHK Builder Floor  ,New Delhi
14000,Furnished,1,0, Shakarpur ,1 BHK Builder Floor  ,New Delhi
9000,Unfurnished,2,0, Vikash Nagar ,2 BHK  House  ,New Delhi
15000,Semi-Furnished,2,0, Uttam Nagar West ,2 BHK Builder Floor  ,New Delhi
20000,Semi-Furnished,2,0, Shahdara ,4 BHK  House  ,New Delhi
2500,Unfurnished,1,0, Tikri Kalan ,1 BHK  House  ,New Delhi
10000,Unfurnished,1,0, Najafgarh ,2 BHK  House  ,New Delhi
14000,Furnished,1,0, Chhattarpur ,1 BHK  House  ,New Delhi
16000,Furnished,1,0, Kamla Nagar ,1 BHK  House  ,New Delhi
11000,Semi-Furnished,1,2, Rohini Sector 6 ,1 BHK Builder Floor  ,New Delhi
10000,Semi-Furnished,1,0," Patel Garden, Dwarka ",2 BHK  House  ,New Delhi
4000,Unfurnished,1,0, Badarpur ,1 BHK  House  ,New Delhi
7000,Unfurnished,2,0, Aya Nagar ,2 BHK  House  ,New Delhi
45000,Unfurnished,3,0, Paschim Vihar ,3 BHK Builder Floor  ,New Delhi
12000,Semi-Furnished,2,2, Uttam Nagar ,3 BHK Builder Floor  ,New Delhi
18000,Furnished,2,0, Tilak Nagar ,2 BHK  House  ,New Delhi
15000,Semi-Furnished,2,0, Mehrauli ,2 BHK Builder Floor  ,New Delhi
27000,Semi-Furnished,2,1, Rohini ,3 BHK  House  ,New Delhi
10000,Unfurnished,1,0, Rohini Sector 25 ,1 BHK  House  ,New Delhi
7000,Furnished,1,0, Krishna Park ,1 BHK  House  ,New Delhi
16000,Semi-Furnished,1,0, Mahipalpur ,2 BHK Builder Floor  ,New Delhi
10500,Semi-Furnished,1,0, Inderpuri ,1 BHK  House  ,New Delhi
15000,Unfurnished,2,1," Vashisth Park, Sagarpur ",2 BHK Apartment  ,New Delhi
15000,Semi-Furnished,1,1," DDA Metro Apartment, Jhangir Puri ",2 BHK Apartment  ,New Delhi
34000,Semi-Furnished,2,3," Pragjyotishpur Apartments, Dwarka Sector 10 ",4 BHK Apartment  ,New Delhi
37500,Semi-Furnished,2,4," DLF Capital Greens 1 and 2, Moti Nagar, Kirti Nagar ",3 BHK Apartment  ,New Delhi
30000,Semi-Furnished,1,0, Daryaganj ,1 BHK Builder Floor  ,New Delhi
12500,Furnished,1,0, PUSA Road ,1 BHK Builder Floor  ,New Delhi
45000,Furnished,3,0, Ramesh Nagar ,3 BHK  House  ,New Delhi
25000,Semi-Furnished,3,1," Haidarpur, Shalimar Bagh ",3 BHK  House  ,New Delhi
15000,Semi-Furnished,2,0, Hari Nagar ,2 BHK  House  ,New Delhi
25000,Semi-Furnished,1,0, Subhash Nagar ,3 BHK  House  ,New Delhi
7500,Furnished,1,0," Rama Park, Nawada ",1 BHK Builder Floor  ,New Delhi
17500,Semi-Furnished,2,1," Shivam Apartment, Rohini Sector 15 ",2 BHK Apartment  ,New Delhi
9500,Semi-Furnished,1,2," Mohan Garden, Razapur Khurd ",2 BHK Villa  ,New Delhi
17000,Unfurnished,2,2, Rohini Sector 24 ,3 BHK Apartment  ,New Delhi
8000,Unfurnished,1,0, mangla puri village ,1 BHK  House  ,New Delhi
25000,Semi-Furnished,2,0, Jhilmil Colony ,2 BHK Apartment  ,New Delhi
25000,Unfurnished,2,3, Rohini Sector 7 ,2 BHK  House  ,New Delhi
36000,Semi-Furnished,2,0," Shri Harihar Apartments, Ashok Vihar North ",3 BHK Apartment  ,New Delhi
22000,Semi-Furnished,2,1," RWA Khirki Ext, Khirki extension, Malviya Nagar ",2 BHK Apartment  ,New Delhi
16000,Semi-Furnished,1,0," Project Amar Colony, Lajpat Nagar ",1 BHK Builder Floor  ,New Delhi
8000,Semi-Furnished,2,0, Block E Shyam Vihar 1 Najafgarh ,2 BHK  House  ,New Delhi
8000,Unfurnished,1,1, Madanpur Khader Village ,1 BHK  House  ,New Delhi
20000,Semi-Furnished,1,2," Nagin Lake View Apartment, Paschim Vihar ",2 BHK Apartment  ,New Delhi
30000,Furnished,2,0, Freedom Fighters Enclave ,2 BHK Apartment  ,New Delhi
30000,Semi-Furnished,2,2," Uday Niketan, Naraina Vihar ",3 BHK Apartment  ,New Delhi
22000,Furnished,2,2, Hari Nagar ,2 BHK Builder Floor  ,New Delhi
15000,Semi-Furnished,2,0, Bindapur ,3 BHK Apartment  ,New Delhi
15000,Furnished,1,0, Rangpuri ,1 BHK  House  ,New Delhi
8000,Unfurnished,1,1, Dwarka Mor ,2 BHK  House  ,New Delhi
58000,Unfurnished,2,1," Padmini Enclave, Hauz Khas ",2 BHK Builder Floor  ,New Delhi
23000,Unfurnished,2,1," Masoodpur, Vasant Kunj ",2 BHK Apartment  ,New Delhi
7000,Semi-Furnished,1,2, lig society MAYUR Vihar phase 3 ,1 BHK Apartment  ,New Delhi
32000,Semi-Furnished,2,2," Paryatan Vihar, Vasundhara Enclave ",3 BHK Apartment  ,New Delhi
11000,Semi-Furnished,2,1," DDA Bharat Apartment, Narela ",2 BHK Apartment  ,New Delhi
15000,Semi-Furnished,1,0," DDA Geetanjali Enclave Project, Geetanjali Enclave, Malviya Nagar ",1 BHK Apartment  ,New Delhi
16500,Semi-Furnished,1,0, Hauz Khas ,1 BHK  House  ,New Delhi
12000,Semi-Furnished,2,1," DDA Flats, New Ranjit Nagar ",2 BHK Apartment  ,New Delhi
28000,Unfurnished,2,2, Kalkaji ,2 BHK Apartment  ,New Delhi
80000,Semi-Furnished,3,0," Jangpura A, Jangpura ",3 BHK Builder Floor  ,New Delhi
15000,Semi-Furnished,2,0, Vishnu Garden ,2 BHK Builder Floor  ,New Delhi
41000,Furnished,2,0," Vidyasagr apartments, ",3 BHK Apartment  ,New Delhi
11000,Semi-Furnished,2,0," Chander Vihar, near Vikaspuri,  ",3 BHK Builder Floor  ,New Delhi
25000,Unfurnished,2,1, Balbir Nagar Extension ,2 BHK  House  ,New Delhi
45000,Furnished,3,2," Meenakshi Garden, Ashok Nagar ",3 BHK Builder Floor  ,New Delhi
14000,Semi-Furnished,2,2, Mahavir Enclave ,2 BHK Builder Floor  ,New Delhi
18500,Unfurnished,2,1," Jasola Pocket 12 LIG Flats, Jasola ",2 BHK Apartment  ,New Delhi
70000,Semi-Furnished,3,2, Chittaranjan Park ,4 BHK Builder Floor  ,New Delhi
60000,Unfurnished,3,2, Rajinder Nagar ,3 BHK Apartment  ,New Delhi
8000,Semi-Furnished,1,1, Mahavir Enclave Part 1 ,2 BHK Apartment  ,New Delhi
13000,Unfurnished,1,2," Jawahar Lal Apartment, Dwarka Sector 5 ",1 BHK Apartment  ,New Delhi
12000,Furnished,1,1, Rohini Sector 3 ,1 BHK  House  ,New Delhi
12000,Unfurnished,1,2, Malka Ganj ,2 BHK  House  ,New Delhi
11000,Furnished,2,0, DS 19 ,2 BHK Builder Floor  ,New Delhi
7500,Semi-Furnished,1,0," Krishan Sumitra Bhawan, Mehrauli ",1 BHK  House  ,New Delhi
18000,Unfurnished,2,2," Lamba Rohini Builder Floors, Deep Vihar ",3 BHK Apartment  ,New Delhi
18000,Semi-Furnished,2,0," Old Sabji Mandi, Subzi Mandi ",2 BHK Builder Floor  ,New Delhi
40000,Semi-Furnished,3,1, Rohini Sector 19 ,4 BHK Builder Floor  ,New Delhi
30000,Furnished,2,1, Vikaspuri Block H ,2 BHK Builder Floor  ,New Delhi
20000,Furnished,1,0," Dlf Capital Green III, Shivaji Marg West ",1 BHK Apartment  ,New Delhi
6000,Semi-Furnished,1,1, Rohini Pocket 6 Sector 21 ,1 BHK Apartment  ,New Delhi
16500,Unfurnished,2,1, Vaishali Colony ,3 BHK Apartment  ,New Delhi
12000,Semi-Furnished,1,1," TDI Mall, Vishal Enclave, Tagore Garden Extension ",3 BHK Apartment  ,New Delhi
12000,Unfurnished,1,1," Mohan Baba Nagar, Badarpur ",2 BHK Apartment  ,New Delhi
18000,Furnished,1,0," Apna Ghar, Rani Bagh ",1 BHK Apartment  ,New Delhi
16000,Furnished,2,1, Rajouri Garden ,3 BHK Builder Floor  ,New Delhi
48000,Semi-Furnished,4,4," Pragya Apartments, Dwarka Sector 2 ",4 BHK Apartment  ,New Delhi
35000,Furnished,2,1," 5720, Gali No 3,New Chandrawal ",3 BHK Apartment  ,New Delhi
28000,Semi-Furnished,2,2," Bagdola, Dwarka ",3 BHK  House  ,New Delhi
300000,Semi-Furnished,3,3, MRC Nagar ,3 BHK Apartment  ,New Delhi
35000,Semi-Furnished,2,0," C Block RWA Flats Chittranjan Park, Kalkaji ",3 BHK Apartment  ,New Delhi
5000,Unfurnished,1,1," DLF Chattarpur Farms, Sat Bari ",1 BHK Apartment  ,New Delhi
12500,Furnished,1,0," DDA Flats Lado Sarai, Lado Sarai ",1 BHK Apartment  ,New Delhi
15000,Unfurnished,2,1, Rohini Sector 25 ,2 BHK Builder Floor  ,New Delhi
55000,Furnished,3,3, G BLOCK PREET VIHAR ,3 BHK  House  ,New Delhi
25000,Furnished,3,3," DDA Flat, Bindapur ",5 BHK  House  ,New Delhi
12000,Unfurnished,1,0, Lodhi Colony ,1 BHK  House  ,New Delhi
8000,Semi-Furnished,1,1, Neb Sarai ,1 BHK Apartment  ,New Delhi
5000,Semi-Furnished,1,1," DDA RPS Flats, Shahdara ",2 BHK Apartment  ,New Delhi
32000,Semi-Furnished,2,0," DDA Flats Sector 6, Dwarka ",3 BHK Apartment  ,New Delhi
30000,Semi-Furnished,2,0, Geeta Colony ,3 BHK Builder Floor  ,New Delhi
5000,Unfurnished,1,0, Wazirabad ,1 BHK  House  ,New Delhi
13000,Furnished,1,0, Uttam Nagar ,1 BHK Builder Floor  ,New Delhi
16000,Furnished,1,1," DDA Akshardham Apartments, DS 19 ",1 BHK  House  ,New Delhi
14000,Furnished,1,1," DDA Flats Pocket 4, Mayur Vihar 1 ",1 BHK Apartment  ,New Delhi
9000,Unfurnished,2,1, Todapur ,1 BHK Apartment  ,New Delhi
10000,Unfurnished,1,0, Vishnu Garden ,1 BHK Builder Floor  ,New Delhi
22000,Semi-Furnished,2,0," Anmol Vatika, Tilak Nagar ",2 BHK Apartment  ,New Delhi
24000,Unfurnished,2,2," Tagore Garden MIG Flats, Tagore Garden, Rajouri Garden, Najafgarh Road ",2 BHK Apartment  ,New Delhi
11000,Semi-Furnished,1,2, Shalimar bagh ,1 BHK Builder Floor  ,New Delhi
15000,Furnished,2,1, Tilak Nagar ,1 BHK Apartment  ,New Delhi
50000,Semi-Furnished,2,2," DDA Aravali Apartments, Alaknanda ",4 BHK Builder Floor  ,New Delhi
26000,Semi-Furnished,2,0," Shivam Apartment, Rohini Sector 15 ",2 BHK Apartment  ,New Delhi
15000,Semi-Furnished,2,0, Sector 15 Dwarka ,3 BHK Builder Floor  ,New Delhi
45000,Unfurnished,4,0, Dwarka ,4 BHK  House  ,New Delhi
27000,Semi-Furnished,2,0," D3 & D4 Vasant Kunj, Vasant Kunj ",2 BHK Villa  ,New Delhi
15000,Unfurnished,1,1," DDA Flats, Jasola Vihar ",1 BHK Apartment  ,New Delhi
12000,Semi-Furnished,2,0," Khanpur, Madangir ",2 BHK Builder Floor  ,New Delhi
17000,Furnished,1,2, Janakpuri Block C2A ,1 BHK Apartment  ,New Delhi
5000,Furnished,1,0, Gokalpuri ,1 BHK  House  ,New Delhi
20000,Semi-Furnished,2,0, Tilak Nagar ,2 BHK  House  ,New Delhi
18000,Unfurnished,2,1," Sagar Sadan Apartments, Dwarka Sector 12 ",2 BHK Builder Floor  ,New Delhi
26000,Semi-Furnished,2,0, Indra Enclave ,2 BHK Apartment  ,New Delhi
16000,Unfurnished,1,1," Mohammadpur, RK Puram ",1 BHK  House  ,New Delhi
16000,Furnished,2,0, dwarka sec1 ,2 BHK Builder Floor  ,New Delhi
15000,Semi-Furnished,1,0, Tri Nagar ,4 BHK  House  ,New Delhi
7000,Unfurnished,1,0, Najafgarh ,1 BHK  House  ,New Delhi
7000,Semi-Furnished,1,0, Raj Nagar ,1 BHK Builder Floor  ,New Delhi
9000,Unfurnished,2,1, Uttam Vihar ,2 BHK  House  ,New Delhi
5000,Semi-Furnished,1,0, Razapur Khurd ,2 BHK  House  ,New Delhi
12000,Semi-Furnished,1,1, Vinod Nagar West ,2 BHK Builder Floor  ,New Delhi
18000,Semi-Furnished,1,0, Kamla Nagar ,2 BHK  House  ,New Delhi
50000,Semi-Furnished,3,0, Paschim Vihar ,4 BHK  House  ,New Delhi
22000,Semi-Furnished,2,0," Ratan Park, Bali Nagar ",2 BHK Apartment  ,New Delhi
10000,Unfurnished,1,1, Nangloi ,2 BHK  House  ,New Delhi
7000,Unfurnished,2,2," Molarband Extension, Badarpur ",2 BHK  House  ,New Delhi
30000,Furnished,1,0," DDA DTC Colony, Rana Pratap Bagh, Ashok Vihar North ",2 BHK  House  ,New Delhi
15000,Unfurnished,1,0," Chandra Nagar, Krishna Nagar ",2 BHK Builder Floor  ,New Delhi
13000,Unfurnished,1,0, Punjabi Bagh ,1 BHK  House  ,New Delhi
19000,Unfurnished,2,1, Punjabi Bagh East ,2 BHK Builder Floor  ,New Delhi
80000,Furnished,3,0, Uttam Nagar ,5 BHK  House  ,New Delhi
32000,Semi-Furnished,2,0," Sai Apartment, Rohini Sector 13 ",3 BHK Apartment  ,New Delhi
13000,Semi-Furnished,1,0," Bhagwan Apartment, Rohini Sector 28 ",2 BHK Apartment  ,New Delhi
16000,Furnished,1,1," DDA Akshardham Apartments, DS 19 ",1 BHK  House  ,New Delhi
31000,Furnished,2,0, sector 168 noida ,3 BHK Apartment  ,New Delhi
14000,Semi-Furnished,2,1, Vishwas Nagar ,2 BHK Builder Floor  ,New Delhi
16500,Unfurnished,1,0," DDA Janta Flat Rohini, Rohini Sector 17 ",1 BHK Apartment  ,New Delhi
36000,Semi-Furnished,3,2, Paschim Vihar ,3 BHK  House  ,New Delhi
12000,Semi-Furnished,1,0," Savitri Nagar Village, Sheikh Sarai ",1 BHK Apartment  ,New Delhi
6000,Unfurnished,1,0, Mahipalpur ,1 BHK Builder Floor  ,New Delhi
20000,Semi-Furnished,2,0, Dwarka Sector 14 ,2 BHK Builder Floor  ,New Delhi
15000,Semi-Furnished,2,0, Rohini Sector 3 ,1 BHK  House  ,New Delhi
26000,Semi-Furnished,1,1, Janakpuri ,2 BHK Builder Floor  ,New Delhi
30000,Unfurnished,2,0, Patparganj ,3 BHK Apartment  ,New Delhi
10000,Unfurnished,1,0, Trilokpuri ,2 BHK  House  ,New Delhi
7000,Furnished,1,0, Jhangir Puri ,1 BHK  House  ,New Delhi
6500,Unfurnished,1,0, Krishna Nagar ,1 BHK Builder Floor  ,New Delhi
7500,Unfurnished,2,0," Goyla Dairy, Qutub Vihar ",2 BHK  House  ,New Delhi
20000,Unfurnished,1,0, Chittaranjan Park ,1 BHK  House  ,New Delhi
14000,Furnished,2,0, Subhash Nagar ,1 BHK Builder Floor  ,New Delhi
12000,Semi-Furnished,2,0, Deep Vihar ,3 BHK Builder Floor  ,New Delhi
4000,Semi-Furnished,1,0," Lord Krishna Apartment, Kishangarh, Vasant Kunj ",1 BHK Villa  ,New Delhi
9000,Furnished,1,0, Paschim Vihar ,1 BHK  House  ,New Delhi
12500,Furnished,1,0, Sultanpur ,1 BHK  House  ,New Delhi
140000,Unfurnished,3,2, Greater Kailash 2 ,3 BHK Builder Floor  ,New Delhi
13000,Furnished,1,1," DDA Flats, Vikaspuri ",1 BHK Apartment  ,New Delhi
33000,Semi-Furnished,2,3," Canara Apartment, Rohini Sector 13 ",2 BHK Apartment  ,New Delhi
8500,Unfurnished,2,0," Mahavir Enclave Luxury Apartments, Mahavir Enclave ",2 BHK Apartment  ,New Delhi
17000,Semi-Furnished,2,2, Pandav Nagar ,3 BHK Builder Floor  ,New Delhi
15000,Semi-Furnished,2,1," DDA Flats, Devli, Sangam Vihar ",2 BHK Apartment  ,New Delhi
50000,Semi-Furnished,4,0," Dhirpur, Model Town ",4 BHK Apartment  ,New Delhi
15000,Semi-Furnished,1,1, Anand Parbat ,2 BHK  House  ,New Delhi
22000,Semi-Furnished,2,0," Azadpur, Ring Road ",2 BHK  House  ,New Delhi
2000,Unfurnished,1,1, Nangloi ,1 BHK  House  ,New Delhi
20000,Semi-Furnished,1,0, Pitampura ,2 BHK Builder Floor  ,New Delhi
100000,Semi-Furnished,5,4, Kirti Nagar ,4 BHK Builder Floor  ,New Delhi
5000,Semi-Furnished,1,1, Rohini Sector 36 ,1 BHK Builder Floor  ,New Delhi
16000,Furnished,1,1, Chhattarpur ,2 BHK  House  ,New Delhi
25000,Unfurnished,2,0, Uttam Nagar ,3 BHK  House  ,New Delhi
35000,Furnished,1,0, Karol Bagh ,1 BHK Builder Floor  ,New Delhi
28000,Furnished,2,1," Laxmi Vihar Apartment, Vikaspuri ",3 BHK Apartment  ,New Delhi
60000,Furnished,1,1, Hauz Hhas Village ,1 BHK Penthouse  ,New Delhi
15000,Semi-Furnished,2,2, Vishnu Garden ,3 BHK Builder Floor  ,New Delhi
