,price,Furnishing,Bathroom,Balcony,bhk,locality,City
201,"19,000",Furnished,1,1,1 BHK Apartment , Kondapur ,Hyderabad
202,120000,Unfurnished,4,2,4 BHK Villa , Nalagandla ,Hyderabad
203,"40,000",Unfurnished,2,2,2 BHK Apartment ," Basheer Bagh, NH 7 ",Hyderabad
204,"7,000",Semi-Furnished,2,1,1 BHK Villa , Shamshabad ,Hyderabad
205,"25,000",Semi-Furnished,2,1,2 BHKHouse , Alkapuri Colony ,Hyderabad
206,"50,000",Furnished,3,2,3 BHK Builder Floor , Domalguda Himayatnagar ,Hyderabad
207,"30,000",Furnished,2,2,3 BHK Builder Floor ," Kismatpur, Outer Ring Road ",Hyderabad
208,"15,000",Semi-Furnished,1,0,2 BHKHouse , Kompally ,Hyderabad
209,"16,000",Unfurnished,2,1,2 BHKHouse , Alwal ,Hyderabad
210,"65,000",Semi-Furnished,6,3,5 BHK Villa , Mokila ,Hyderabad
211,"70,000",Unfurnished,5,1,4 BHK Villa , Chanda Nagar ,Hyderabad
212,"28,000",Furnished,2,2,2 BHK Apartment ," Quthbullapur, NH 7 ",Hyderabad
213,"13,000",Semi-Furnished,1,4,1 BHKHouse , Moti Nagar Erragadda ,Hyderabad
214,"22,000",Unfurnished,3,2,3 BHK Apartment , Kompally ,Hyderabad
215,"25,000",Furnished,3,0,3 BHKHouse ," Bolarum, Medchal Road ",Hyderabad
216,"80,000",Semi-Furnished,4,3,3 BHK Villa , Gopanpalle ,Hyderabad
217,"22,000",Semi-Furnished,4,1,3 BHKHouse , Neredmet ,Hyderabad
218,"35,000",Semi-Furnished,3,1,3 BHK Villa , Maheshwaram ,Hyderabad
219,"36,000",Semi-Furnished,2,1,2 BHK Apartment , Nalagandla ,Hyderabad
220,"12,000",Semi-Furnished,2,2,3 BHK Villa ," Officers Colony, Sama Nagar, Near Bhagyalatha Colony, Sahebnagar KalanVanasthalipuram ",Hyderabad
221,"40,000",Semi-Furnished,3,2,3 BHK Apartment ," Nallagandla, Serilingampally ",Hyderabad
222,"54,000",Furnished,4,2,4 BHK Villa ," Tellapur, Outer Ring Road ",Hyderabad
223,"10,000",Unfurnished,2,1,2 BHKHouse , ECIL ,Hyderabad
224,"9,000",Unfurnished,2,1,2 BHKHouse , Kushaiguda ,Hyderabad
225,110000,Unfurnished,4,2,3 BHK Villa ," Kismatpur, Outer Ring Road ",Hyderabad
226,"35,000",Semi-Furnished,4,0,3 BHKHouse , Kompally ,Hyderabad
227,"20,000",Semi-Furnished,2,2,3 BHK Builder Floor , Tarnaka ,Hyderabad
228,"48,000",Semi-Furnished,3,1,3 BHK Apartment , Gachibowli ,Hyderabad
229,"35,000",Furnished,3,2,3 BHKHouse , Sainikpuri ,Hyderabad
230,"50,000",Semi-Furnished,3,1,4 BHK Villa ," Tellapur, Outer Ring Road ",Hyderabad
232,"27,500",Semi-Furnished,3,1,3 BHKHouse , Nagole ,Hyderabad
233,"16,000",Semi-Furnished,2,2,2 BHK Apartment , Kompally ,Hyderabad
234,110000,Unfurnished,7,1,4 BHK Villa ," Tellapur, Outer Ring Road ",Hyderabad
235,"16,000",Semi-Furnished,2,0,2 BHKHouse , Chikkadpally ,Hyderabad
236,"42,000",Furnished,2,3,2 BHK Penthouse , Ayyappa Society ,Hyderabad
237,"32,000",Semi-Furnished,5,0,3 BHK Villa , Srisailam Highway ,Hyderabad
238,"45,000",Unfurnished,2,2,3 BHK Apartment ," Patrika Nagar, Hitech City ",Hyderabad
239,"32,000",Unfurnished,3,2,3 BHK Apartment ," Red Hills, Lakdikapul, NH 7 ",Hyderabad
240,140000,Furnished,5,4,4 BHK Villa , Gachibowli ,Hyderabad
241,"10,000",Unfurnished,2,1,2 BHKHouse , Rampally ,Hyderabad
242,"32,000",Semi-Furnished,3,2,3 BHK Apartment , Kompally ,Hyderabad
243,"60,000",Furnished,3,2,3 BHK Villa , Manikonda Jagir ,Hyderabad
244,"30,000",Semi-Furnished,5,2,5 BHK Villa ," Gundlapochampally, Outer Ring Road ",Hyderabad
245,"60,000",Unfurnished,3,2,3 BHK Apartment , Kondapur ,Hyderabad
246,"60,000",Semi-Furnished,3,1,3 BHK Villa , Nizampet ,Hyderabad
247,"25,000",Unfurnished,2,2,3 BHK Apartment , Kompally ,Hyderabad
248,"14,000",Unfurnished,2,0,1 BHK Builder Floor ," Habsiguda, NH 2 2 ",Hyderabad
249,"23,000",Semi-Furnished,3,2,3 BHK Villa , Nagole ,Hyderabad
250,"22,000",Semi-Furnished,3,0,3 BHK Villa ," Maheswaram Lines, Chandrayangutta, Srisailam Highway ",Hyderabad
251,100000,Furnished,4,4,4 BHK Villa , Chanda Nagar ,Hyderabad
252,"7,500",Unfurnished,2,1,2 BHKHouse , Rampally ,Hyderabad
253,"10,000",Unfurnished,2,2,2 BHKHouse , Medipally ,Hyderabad
254,"15,000",Unfurnished,2,0,2 BHK Apartment , Shivrampalli Village ,Hyderabad
255,"35,000",Unfurnished,3,3,3 BHK Apartment , Kamalapuri Colony ,Hyderabad
256,"27,000",Semi-Furnished,3,1,3 BHK Apartment , Appa Junction Area ,Hyderabad
257,"22,000",Semi-Furnished,3,3,3 BHKHouse , Defence Colony Layout ,Hyderabad
258,"15,000",Semi-Furnished,3,2,3 BHK Builder Floor , Almasguda ,Hyderabad
259,150000,Unfurnished,5,2,5 BHK Apartment , Kondapur ,Hyderabad
260,"40,000",Semi-Furnished,2,1,3 BHK Apartment , Gopanpalle ,Hyderabad
261,"47,000",Unfurnished,3,4,3 BHK Apartment ," Banjara Hills, NH  9 ",Hyderabad
262,"46,000",Furnished,3,3,3 BHK Apartment , Kondapur ,Hyderabad
263,"33,000",Unfurnished,2,1,2 BHK Apartment , Gachibowli ,Hyderabad
264,"25,000",Semi-Furnished,2,1,3 BHK Apartment , Rajendranagar Mandal ,Hyderabad
265,130000,Semi-Furnished,6,3,5 BHK Villa , Gachibowli ,Hyderabad
266,"14,000",Unfurnished,1,1,1 BHK Apartment , Kondapur ,Hyderabad
267,"32,000",Semi-Furnished,3,2,3 BHK Apartment ," Kokapet, Outer Ring Road ",Hyderabad
268,120000,Furnished,5,2,4 BHK Villa ," Tellapur, Outer Ring Road ",Hyderabad
269,"24,000",Furnished,3,2,3 BHK Villa , Cherlapalli Industrial Area ,Hyderabad
