,price,Furnishing,Bathroom,Balcony,bhk,locality,City
196,"60,000",Semi-Furnished,2,3,2 BHK Apartment ," Emaar Digi Homes, Sector 62 ",Gurgaon
197,"11,000",Furnished,2,2,2 BHK Apartment ," HCBS Sports Ville, Sohna Sector 35 ",Gurgaon
198,200000,Semi-Furnished,5,3,4 BHK Apartment ," DLF The Belaire, Suncity, Sector 54, DLF Golf Course Road ",Gurgaon
199,"60,000",Semi-Furnished,2,2,2 BHK Apartment ," Emaar Digi Homes, Sector 62 ",Gurgaon
200,"75,000",Furnished,1,1,2 BHK Apartment ," TDI Ourania, Sector 53 ",Gurgaon
201,120000,Semi-Furnished,3,2,3 BHK Builder Floor ," Pioneer Presidia, Sector 65 ",Gurgaon
202,229999,Semi-Furnished,5,2,4 BHK Builder Floor ," DLF City Plot Phase 1, DLF City Phase 1 ",Gurgaon
203,"80,000",Semi-Furnished,4,5,4 BHK Apartment ," Tata Primanti, Sector 72 ",Gurgaon
204,"65,000",Semi-Furnished,3,2,3 BHK Builder Floor , Sector 27 ,Gurgaon
205,"60,000",Semi-Furnished,4,2,4 BHK Builder Floor ," All Punjabi Welfare Association, Sector 23A ",Gurgaon
206,180000,Furnished,4,5,4 BHK Apartment ," Mahindra Luminare, Behrampur, Sector 59  ",Gurgaon
207,"40,000",Furnished,2,3,2 BHK Builder Floor ," Ansal Florence Premium Floors, Sushant Lok 3, Sector 57 ",Gurgaon
208,"90,000",Semi-Furnished,5,3,4 BHK Apartment ," Tata Primanti, Sector 72 ",Gurgaon
209,"28,000",Semi-Furnished,4,4,4 BHK Apartment ," Indiabulls Centrum Park, Daulatabad ",Gurgaon
210,"15,000",Furnished,1,0,1 BHKHouse , Sector 24 ,Gurgaon
211,"12,000",Furnished,1,0,Studio Apartment , Sushant Lok 1 Block C ,Gurgaon
212,"42,000",Furnished,3,4,3 BHK Apartment ," Corona Optus, Sector 37C, Delhi  Expressway ",Gurgaon
213,"37,500",Semi-Furnished,4,4,4 BHK Penthouse , Surya Vihar ,Gurgaon
214,"74,000",Furnished,2,1,2 BHK Apartment ," Ireo The Grand Arch, Sector 58 ",Gurgaon
215,"22,000",Furnished,1,1,Studio Apartment , Sector 52 ,Gurgaon
216,180000,Semi-Furnished,6,4,4 BHK Villa ," Sushant Lok 3 Block B, Sector 57, Golf Course Extension Road ",Gurgaon
217,"45,000",Semi-Furnished,3,2,3 BHKHouse ," Sector 17A, Delhi  Expressway ",Gurgaon
218,"65,000",Semi-Furnished,3,2,3 BHK Builder Floor ," Dlf City Phase 4, Sector 28 ",Gurgaon
219,"75,000",Semi-Furnished,4,3,4 BHK Apartment ," DLF Belvedere Tower, Sector 24 ",Gurgaon
220,"18,000",Unfurnished,2,0,3 BHK Apartment ," Sidco Shivalik Apartment, Sector 1 ",Gurgaon
221,"32,000",Semi-Furnished,3,2,3 BHK Apartment ," Vatika  21, Sector 83 ",Gurgaon
